Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),Rho (slugs/ft^3),Absolute Viscosity,Kinematic Viscosity,Temperature (R),P_{SL} (psf),P_{Ambient} (psf),Turbulence Magnitude (ft/sec),Turbulence X Direction (deg),Wind V_{North} (ft/s),Wind V_{East} (ft/s),Wind V_{Down} (ft/s),Roll Turbulence (deg/sec),Pitch Turbulence (deg/sec),Yaw Turbulence (deg/sec),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),/fdm/jsbsim/sensor/imu/accelX_true_fps2,/fdm/jsbsim/sensor/imu/accelY_true_fps2,/fdm/jsbsim/sensor/imu/accelZ_true_fps2,/fdm/jsbsim/sensor/imu/gyroX_true_rps,/fdm/jsbsim/sensor/imu/gyroY_true_rps,/fdm/jsbsim/sensor/imu/gyroZ_true_rps,/fdm/jsbsim/sensor/imu/gyroX_true_rps,/fdm/jsbsim/sensor/imu/gyroY_true_rps,/fdm/jsbsim/sensor/imu/gyroZ_true_rps,/fdm/jsbsim/sensor/gps/lat_true_rad,/fdm/jsbsim/sensor/gps/long_true_rad,/fdm/jsbsim/sensor/gps/alt_true_m,/fdm/jsbsim/sensor/gps/vNorth_true_mps,/fdm/jsbsim/sensor/gps/vEast_true_mps,/fdm/jsbsim/sensor/gps/vDown_true_mps,/fdm/jsbsim/sensor/pitot/presStatic_true_pa,/fdm/jsbsim/sensor/pitot/presTip_true_pa,/fdm/jsbsim/sensor/pitot/temp_true_C
0.54,-3.91199383698597E-06,-2.48686641613563E-09,-8.07277349236664E-07,0.000175739343173,0.000154851232355,4.66633203484144E-05,0.000577367567476,-0.002968646674142,-0.002882745725595,3.093403054E-18,0.0002661424405,5.10189003476E-08,1084.14128691,-1.08441358826705E-08,-4.35455294780428E-08,2.42717896354693E-08,2.57637602173532E-07,1.57022092860115E-06,-4.74955634412447E-06,0.004238043539783,0.078938691253327,2.20151423845072E-06,6.33977244626491,-0.109960366479083,-31.4320958193462,-1.08441358826705E-08,-4.35455294780428E-08,2.42717896354693E-08,1082.58169903435,-58.1308428286984,1.26895557545434E-08,-3.1897204633793E-09,4.93125648422138E-08,1.26895557574715E-08,4.35472495891176E-08,-5.83114902977898E-09,2.59338186060137E-08,0.00237686392,3.737199857E-07,0.0001572323861,518.6675475,2116.228,2116.175407,0,0,0,0,0,0,0,0,0.05273832175,0,-0.01032494063,0,0.06369013378,0,-0.01032494063,0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,0.68772318214178,0.68772318214178,0.00387640236663,11.4034171804383,90.0007670963289,0.703606112575838,-0.070227319276645,0.070273982057983,0.703610779859717,-0.380420327298869,0.917025047024211,-0.062876421560193,0.101941127185436,-0.380422315725151,0.917026273358583,-0.062858533682784,0.101933706530321,0,0,44.725800999856,44.917901270458,-93.075866,-797173.973230137,-14845921.9175443,14725685.6884467,-797753.153832326,-14845890.8062456,14725685.6884467,0.002235269660749,0.68772318214178,0,6.33977150968369,-0.109963055159416,-31.4320928373694,1.00769650466948E-05,-5.18126587921532E-05,-5.0313404409434E-05,1.00769650466948E-05,-5.18126587921532E-05,-5.0313404409434E-05,0.783965270255239,-1.62448031584505,0.209618025916815,1.32732016747631E-08,-1.77733422427663E-09,7.90462791111298E-09,101323.028692149,3.31261989385229E-16,14.9986374828747
0.56,-4.13880727558937E-06,3.54350573553694E-07,-8.45950284890477E-07,0.000144862052,-0.000101736408817,4.87780645469269E-05,0.000577140755243,-0.00296828983352,-0.002882784401566,4.100876016E-18,0.0003064320593,5.8742328592E-08,1084.1412869,-1.32042121636056E-08,-4.86628204572875E-08,3.01370180126629E-08,3.14927125396368E-06,2.03228441447711E-06,-6.67461148858394E-06,0.004240267714323,0.078936496663126,3.60337090443696E-06,6.33977534415333,-0.109959869709801,-31.4320977432657,-1.32042121636056E-08,-4.86628204572875E-08,3.01370180126629E-08,1082.58178381183,-58.1292639585194,1.1951494313552E-08,-3.91168819334828E-09,5.73804988501982E-08,1.1951494316313E-08,4.86649527888166E-08,-6.9849875362614E-09,3.21495488054336E-08,0.00237686392,3.737199857E-07,0.0001572323861,518.6675475,2116.228,2116.175407,0,0,0,0,0,0,0,0,0.05273832175,0,-0.01032494063,0,0.06369013378,0,-0.01032494063,0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,0.68772317841649,0.68772317841649,0.003876339103366,11.4034171918002,90.0007670838521,0.703606112606761,-0.070227319727198,0.070273981746941,0.703610779814984,-0.380420326795262,0.917025047222691,-0.062876421554143,0.101941127283581,-0.380422389552668,0.917026319394002,-0.062857864970607,0.101933429220119,0,0,44.725800999856,44.917901270458,-93.075866,-797152.321595309,-14845923.0801454,14725685.6884467,-797753.153832326,-14845890.8062456,14725685.6884467,0.002318831143393,0.68772317841649,0,6.33977189911449,-0.109963021642145,-31.4320907940531,1.00730064264342E-05,-5.18064307484003E-05,-5.03140794324665E-05,1.00730064264342E-05,-5.18064307484003E-05,-5.03140794324665E-05,0.783965270255239,-1.62448031584505,0.209618024781346,1.48330776100313E-08,-2.12902420105247E-09,9.79918247589618E-09,101323.028692163,2.4970174760247E-16,14.9986374828821
0.58,-1.58837640624036E-06,-6.4807765146864E-07,-3.32220565339599E-07,2.50725680002261E-05,-1.13254068517166E-05,7.44460414019858E-06,0.000579691186508,-0.002969292258652,-0.002882270674954,7.974398418E-19,0.0001351278433,2.59037001213E-08,1084.14128692,9.41516219342868E-09,-2.20272828329015E-08,-9.85673433988372E-09,4.01662516271181E-07,8.22732821134653E-07,-7.99678118514997E-07,0.004238908722531,0.078941906330405,2.81419286207729E-08,6.33977259427125,-0.109961045523328,-31.4320918689118,9.41516219342868E-09,-2.20272828329015E-08,-9.85673433988372E-09,1082.58186859931,-58.1276851467539,2.37598723559084E-08,7.66232789024765E-09,6.91077975365857E-09,2.37598723614037E-08,2.20265184705118E-08,7.28046919025808E-09,-1.1525143494523E-08,0.00237686392,3.737199857E-07,0.0001572323861,518.6675475,2116.228,2116.175407,0,0,0,0,0,0,0,0,0.05273832175,0,-0.01032494063,0,0.06369013378,0,-0.01032494063,0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,0.68772317841649,0.68772317841649,0.003876277601009,11.403417187604,90.0007670718925,0.703606112645123,-0.070227320071725,0.070273981350866,0.703610779781889,-0.380420326313917,0.917025047429225,-0.062876421499033,0.101941127256444,-0.380422463402243,0.917026365436989,-0.062857196209337,0.101933151784582,0,0,44.725800999856,44.917901270458,-93.075866,-797130.669958784,-14845924.2427149,14725685.6884467,-797753.153832326,-14845890.8062456,14725685.6884467,0.002402392626038,0.68772317841649,0,6.33977232202068,-0.109961353407602,-31.4320903064188,1.01175198493619E-05,-5.1823926367457E-05,-5.03051132116238E-05,1.01175198493619E-05,-5.1823926367457E-05,-5.03051132116238E-05,0.783965270255239,-1.62448031584505,0.209618024781346,6.713682829812E-09,2.21908700919066E-09,-3.5128637371306E-09,101323.028692163,5.25698073907636E-17,14.9986374828821
0.6,-9.02875159400286E-07,-3.74126391575978E-07,-2.14390136277722E-07,-1.18534575028534E-05,-4.39999672990633E-07,1.136852754424E-05,0.000580376687279,-0.002969018305989,-0.002882152846067,3.52076898E-19,8.978724472E-05,1.72120105366E-08,1084.14128691,3.43764282929666E-09,-1.29113957174654E-08,-1.08504276006238E-08,8.04538559547785E-07,5.04573653636875E-07,-6.58352518733227E-07,0.004239230095766,0.078942155166258,2.12776851582497E-07,6.33977298885759,-0.109961348373123,-31.4320917293167,3.43764282929666E-09,-1.29113957174654E-08,-1.08504276006238E-08,1082.58195336653,-58.1261062903287,1.71365642517509E-08,1.27879197862595E-09,9.77836062329936E-10,1.71365642557189E-08,1.29106452298423E-08,1.22448077097753E-09,-1.1316766029676E-08,0.00237686392,3.737199857E-07,0.0001572323861,518.6675475,2116.228,2116.175407,0,0,0,0,0,0,0,0,0.05273832175,0,-0.01032494063,0,0.06369013378,0,-0.01032494063,0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,0.68772317841649,0.68772317841649,0.003876249694931,11.4034171724728,90.0007670662814,0.703606112671795,-0.070227320146718,0.070273981090046,0.703610779773877,-0.38042032610292,0.917025047534707,-0.062876421428659,0.101941127138887,-0.380422537521961,0.917026411378433,-0.062856527432772,0.101932874258566,0,0,44.725800999856,44.917901270458,-93.075866,-797109.018320564,-14845925.4052528,14725685.6884467,-797753.153832326,-14845890.8062456,14725685.6884467,0.002485954108683,0.68772317841649,0,6.33977114944895,-0.109961702355181,-31.4320917158707,1.01294840948312E-05,-5.18191449914908E-05,-5.03030567095966E-05,1.01294840948312E-05,-5.18191449914908E-05,-5.03030567095966E-05,0.783965270255239,-1.62448031584505,0.209618024781346,3.93516466605593E-09,3.73221738993949E-10,-3.44935028584526E-09,101323.028692163,3.58047042067448E-17,14.9986374828821
0.62,-5.96080608166195E-07,-3.34560151651576E-07,-1.5678510090579E-07,-1.88203495815608E-05,0.000114012342972,5.38881611344015E-06,0.00058068348144,-0.002968978738867,-0.00288209524202,2.487463951E-19,7.546998747E-05,1.44674248939E-08,1084.14128691,2.27989645063647E-09,-9.52755473895314E-09,-1.06458515831885E-08,-5.85223305905094E-07,2.86811259256336E-07,-8.94719059390408E-08,0.0042379068376,0.078942971977423,-2.18243463287471E-07,6.33977159293417,-0.109961556511975,-31.432091161717,2.27989645063647E-09,-9.52755473895314E-09,-1.06458515831885E-08,1082.58203813662,-58.124527429861,1.44300613836792E-08,7.45320860363455E-11,-1.03641518902062E-09,1.44300613870243E-08,9.52683275419122E-09,1.30036892746413E-10,-1.08870993009785E-08,0.00237686392,3.737199857E-07,0.0001572323861,518.6675475,2116.228,2116.175407,0,0,0,0,0,0,0,0,0.05273832175,0,-0.01032494063,0,0.06369013378,0,-0.01032494063,0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,0.68772317841649,0.68772317841649,0.003876232152355,11.4034171612295,90.0007670628097,0.703606112689299,-0.070227320183261,0.070273980915419,0.703610779770262,-0.380420325971205,0.91702504760258,-0.062876421379131,0.101941127050936,-0.380422611720759,0.917026457281781,-0.062855858677019,0.101932596762099,0,0,44.725800999856,44.917901270458,-93.075866,-797087.366680649,-14845926.5677591,14725685.6884467,-797753.153832325,-14845890.8062456,14725685.6884467,0.002569515591328,0.68772317841649,0,6.33977103562849,-0.109961992656388,-31.4320914318279,1.01348386630797E-05,-5.18184544149385E-05,-5.03020513293049E-05,1.01348386630797E-05,-5.18184544149385E-05,-5.03020513293049E-05,0.783965270255239,-1.62448031584505,0.209618024781346,2.90377862347749E-09,3.96352449091067E-11,-3.31838786693823E-09,101323.028692163,3.02938626489431E-17,14.9986374828821
0.64,-5.10744263873687E-07,-1.27654270911648E-08,-1.32569849848497E-07,-2.33591042701198E-05,-1.90807862613091E-05,8.15599435580795E-06,0.000580768817751,-0.002968656943488,-0.002882071027451,2.152028592E-19,7.019721765E-05,1.34566469161E-08,1084.14128691,-5.60672646378639E-10,-7.52852758523868E-09,-1.11394912274057E-08,9.44048414381579E-07,2.3434363927155E-07,-5.83428736320367E-07,0.004239163126366,0.078942381810156,3.72524043140698E-07,6.33977312040937,-0.109961601833221,-31.4320916560658,-5.60672646378639E-10,-7.52852758523868E-09,-1.11394912274057E-08,1082.58212290267,-58.1229485684504,1.29549975600237E-08,-2.87592556821685E-09,-2.23124102990342E-09,1.29549975630303E-08,7.52781079583638E-09,-2.75205800417401E-09,-1.0809236218592E-08,0.00237686392,3.737199857E-07,0.0001572323861,518.6675475,2116.228,2116.175407,0,0,0,0,0,0,0,0,0.05273832175,0,-0.01032494063,0,0.06369013378,0,-0.01032494063,0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,0.68772317841649,0.68772317841649,0.003876219125717,11.4034171579459,90.0007670602233,0.703606112699257,-0.070227320241493,0.070273980816852,0.703610779764431,-0.380420325870631,0.917025047648484,-0.062876421359105,0.101941127026188,-0.380422685950498,0.917026503162674,-0.062855189950735,0.101932319328781,0,0,44.725800999856,44.917901270458,-93.075866,-797065.715039039,-14845927.7302339,14725685.6884467,-797753.153832325,-14845890.8062456,14725685.6884467,0.002653077073973,0.68772317841649,0,6.33977138377833,-0.109961933451356,-31.432091722433,1.01363280626653E-05,-5.18128380260507E-05,-5.03016287053511E-05,1.01363280626653E-05,-5.18128380260507E-05,-5.03016287053511E-05,0.783965270255239,-1.62448031584505,0.209618024781346,2.29447673057093E-09,-8.38827279672237E-10,-3.29465519942684E-09,101323.028692163,1.86304763370762E-17,14.9986374828821
0.66,-5.81963979080103E-07,-1.38818054565946E-07,-8.4914765051562E-08,2.12466431850771E-05,-7.90083934110306E-05,-3.75269436884919E-06,0.000580697597987,-0.002968782995558,-0.002882023372951,4.543379869E-19,0.0001019965318,1.95525030984E-08,1084.14128692,9.15011030732355E-09,-5.58669635867585E-09,-1.63512899360441E-08,1.06677925620282E-07,-1.07194427972912E-07,1.50246858256567E-07,0.004238419772529,0.078943291939805,-7.36966579428788E-09,6.33977228122285,-0.109961937289166,-31.4320909227813,9.15011030732355E-09,-5.58669635867585E-09,-1.63512899360441E-08,1082.5822076775,-58.1213697125277,1.65212714841467E-08,5.25917617290693E-09,-9.0381984877654E-09,1.65212714879854E-08,5.5855133400082E-09,5.73657312074863E-09,-1.78379972827818E-08,0.00237686392,3.737199857E-07,0.0001572323861,518.6675475,2116.228,2116.175407,0,0,0,0,0,0,0,0,0.05273832175,0,-0.01032494063,0,0.06369013378,0,-0.01032494063,0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,0.68772317841649,0.68772317841649,0.003876208036903,11.4034171546268,90.0007670578863,0.703606112708892,-0.070227320287762,0.070273980729813,0.703610779758966,-0.380420325785408,0.917025047688016,-0.062876421339238,0.101941127001379,-0.380422760195385,0.917026549036707,-0.062854521224578,0.101932041895347,0,0,44.725800999856,44.917901270458,-93.075866,-797044.063395733,-14845928.8926771,14725685.6884467,-797753.153832325,-14845890.8062456,14725685.6884467,0.002736638556618,0.68772317841649,0,6.33977299546936,-0.109961530417617,-31.4320912650116,1.01350850432962E-05,-5.18150380497034E-05,-5.0300796977421E-05,1.01350850432962E-05,-5.18150380497034E-05,-5.0300796977421E-05,0.783965270255239,-1.62448031584505,0.209618024781346,1.7024644660345E-09,1.74850748720418E-09,-5.43702157179188E-09,101323.028692163,1.05041555223582E-17,14.9986374828821
0.68,8.03320844111437E-07,3.1515729872847E-07,1.49312328434542E-07,0.000265323027448,0.000166645508159,5.92359063921984E-05,0.000582082882404,-0.002968329019665,-0.002881789146496,5.682618282E-18,0.0003607199169,6.914918738E-08,1084.1412869,2.80188981975538E-09,1.74011246315764E-08,-6.68652405238356E-08,-6.9477748376746E-07,1.85695177654099E-06,9.59810197457052E-08,0.004237439344717,0.078942035372945,-1.47701924299581E-06,6.33977147423405,-0.109959967247871,-31.4320909781898,2.80188981975538E-09,1.74011246315764E-08,-6.68652405238356E-08,1082.582292423,-58.1197908992003,3.41478962917132E-08,-1.36357534152622E-08,-5.85627656752516E-08,3.41478962996565E-08,-1.74055079707375E-08,-1.04737362205348E-08,-6.6098103288155E-08,0.00237686392,3.737199857E-07,0.0001572323861,518.6675475,2116.228,2116.175407,0,0,0,0,0,0,0,0,0.05273832175,0,-0.01032494063,0,0.06369013378,0,-0.01032494063,0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,0.68772317841649,0.68772317841649,0.003876197293567,11.4034171445202,90.000767055876,0.703606112720894,-0.070227320290433,0.070273980603019,0.703610779759457,-0.380420325706442,0.917025047732477,-0.062876421299155,0.101941126921342,-0.380422834446325,0.917026594915182,-0.062853852478171,0.101931764406632,0,0,44.725800999856,44.917901270458,-93.075866,-797022.411750732,-14845930.0550887,14725685.6884467,-797753.153832325,-14845890.8062456,14725685.6884467,0.002820200039262,0.68772317841649,0,6.339771616177,-0.109958697381261,-31.4321006676191,1.01592628174439E-05,-5.18071146756414E-05,-5.0296708954595E-05,1.01592628174439E-05,-5.18071146756414E-05,-5.0296708954595E-05,0.783965270255239,-1.62448031584505,0.209618024781346,-5.30519882948078E-09,-3.19239480001902E-09,-2.01467018822296E-08,101323.028692163,2.31908551723277E-17,14.9986374828821
0.7,1.17490408103616E-06,-3.8043770809782E-08,2.11213412815865E-07,-6.28615932469175E-05,-1.73868348300067E-05,-4.55180897587934E-06,0.000582454466141,-0.002968682222757,-0.002881727243228,1.477085835E-18,0.0001839072061,3.52545930027E-08,1084.14128691,1.19139905320723E-09,1.58038969807812E-08,-3.14913279539841E-08,9.11073095906794E-07,-9.39948901365617E-07,2.11725500402903E-06,0.004239464040508,0.07894508152518,-6.60545228084453E-07,6.33977308997137,-0.109962786202865,-31.4320889548484,1.19139905320723E-09,1.58038969807812E-08,-3.14913279539841E-08,1082.58237719189,-58.1182120105633,1.06586089198076E-08,-6.83379171932112E-09,-3.29025785411505E-08,1.06586089222898E-08,-1.58059597124172E-08,-5.05845332617599E-09,-3.11041800341095E-08,0.00237686392,3.737199857E-07,0.0001572323861,518.6675475,2116.228,2116.175407,0,0,0,0,0,0,0,0,0.05273832175,0,-0.01032494063,0,0.06369013378,0,-0.01032494063,0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,0.68772317841649,0.68772317841649,0.003876237493949,11.4034171625765,90.0007670638997,0.703606112685246,-0.070227320159383,0.070273980955801,0.703610779773044,-0.380420326012575,0.917025047583952,-0.062876421387711,0.101941127060904,-0.380422909082168,0.917026640600186,-0.062853183860374,0.101931487137451,0,0,44.725800999856,44.917901270458,-93.075866,-797000.760104036,-14845931.2174687,14725685.6884467,-797753.153832325,-14845890.8062456,14725685.6884467,0.002903761521907,0.68772317841649,0,6.33977187073947,-0.109962606951057,-31.4320898667286,1.01657481771101E-05,-5.18132792325249E-05,-5.02956285387535E-05,1.01657481771101E-05,-5.18132792325249E-05,-5.02956285387535E-05,0.783965270255239,-1.62448031584505,0.209618024781346,-4.81765652034476E-09,-1.54181657381844E-09,-9.48055407439658E-09,101323.028692163,2.08764766766534E-17,14.9986374828821
0.72,1.96650271086863E-07,4.3819919648968E-07,4.07746240003153E-08,-2.3968082875626E-05,4.42526323049447E-05,-4.32456671471112E-06,0.000581476212028,-0.002968205980585,-0.00288189768126,2.546514944E-19,7.636054066E-05,1.46381419149E-08,1084.14128691,-2.40147473443788E-09,2.9938481625099E-09,-1.41260394662034E-08,-6.59001969976613E-07,-3.82531541082143E-07,4.66742668559002E-07,0.004237415343314,0.078943868344812,-1.36554106189291E-07,6.33977151818734,-0.10996223745607,-31.4320906056794,-2.40147473443788E-09,2.9938481625099E-09,-1.41260394662034E-08,1082.58246195274,-58.1166331258758,7.28248884363009E-09,-5.7624662793326E-09,-1.13152347464924E-08,7.28248884532797E-09,-2.9947349230628E-09,-5.14700943771639E-09,-1.33721746683045E-08,0.00237686392,3.737199857E-07,0.0001572323861,518.6675475,2116.228,2116.175407,0,0,0,0,0,0,0,0,0.05273832175,0,-0.01032494063,0,0.06369013378,0,-0.01032494063,0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,0.68772317841649,0.68772317841649,0.003876253298591,11.4034171594771,90.0007670667901,0.703606112679132,-0.070227320045077,0.070273981032037,0.703610779783048,-0.380420326138734,0.917025047534627,-0.062876421386577,0.101941127035035,-0.380422983537831,0.9170266863839,-0.06285251515285,0.101931209702789,0,0,44.725800999856,44.917901270458,-93.075866,-796979.108455644,-14845932.3798172,14725685.6884467,-797753.153832325,-14845890.8062456,14725685.6884467,0.002987323004552,0.68772317841649,0,6.33977179078492,-0.109962197601211,-31.4320921434963,1.01486744219193E-05,-5.1804967238588E-05,-5.02986032435722E-05,1.01486744219193E-05,-5.1804967238588E-05,-5.02986032435722E-05,0.783965270255239,-1.62448031584505,0.209618024781346,-9.12795204549542E-10,-1.56880847661596E-09,-4.07583883889923E-09,101323.028692163,7.88934698256029E-18,14.9986374828821
0.74,-2.83844516963114E-07,2.9253161722357E-07,-1.60432658020633E-08,3.53502176808087E-05,4.15884012575085E-06,-9.84093729630634E-06,0.000580995717682,-0.002968351648207,-0.002881954499017,3.863554742E-19,9.405663021E-05,1.80304420219E-08,1084.14128691,5.15476654190079E-09,-5.68807065951863E-10,-1.72685170158313E-08,-1.28434471633888E-06,-4.81924676887235E-07,9.05841249844442E-07,0.004236799637127,0.078944365682008,-4.55807900104355E-07,6.33977089776589,-0.109962337313016,-31.4320901655902,5.15476654190079E-09,-5.68807065951863E-10,-1.72685170158313E-08,1082.58254671696,-58.1150542637581,1.30327389486281E-08,9.7363043886755E-10,-1.24216182024664E-08,1.30327389516701E-08,5.67616851399669E-10,1.63874954712224E-09,-1.79468423577388E-08,0.00237686392,3.737199857E-07,0.0001572323861,518.6675475,2116.228,2116.175407,0,0,0,0,0,0,0,0,0.05273832175,0,-0.01032494063,0,0.06369013378,0,-0.01032494063,0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,0.68772318214178,0.68772318214178,0.003876254142478,11.4034171684489,90.0007670669701,0.703606112673094,-0.07022732009509,0.070273981092191,0.703610779778182,-0.380420326140471,0.91702504752391,-0.062876421417079,0.101941127106673,-0.38042305786887,0.917026732205734,-0.062851846476929,0.101930932365584,0,0,44.725800999856,44.917901270458,-93.075866,-796957.456805557,-14845933.542134,14725685.6884467,-797753.153832326,-14845890.8062456,14725685.6884467,0.003070884487197,0.68772318214178,0,6.3397734456649,-0.109961580767752,-31.4320916389659,1.01402882135427E-05,-5.18075096182076E-05,-5.02995949005111E-05,1.01402882135427E-05,-5.18075096182076E-05,-5.02995949005111E-05,0.783965270255239,-1.62448031584505,0.209618025916815,1.73009616306619E-10,4.99490861962858E-10,-5.47019755063877E-09,101323.028692149,8.26655844871354E-18,14.9986374828747
0.76,-3.8045405703497E-07,1.09172842871354E-06,-6.84986657030636E-08,6.98741915757305E-06,1.48207252293746E-05,-5.61804057500459E-07,0.000580899108777,-0.002967552451132,-0.00288200695456,2.972554484E-19,8.25013E-05,1.58153115091E-08,1084.1412869,-1.02479394855035E-08,-3.57377504275439E-09,-1.15035623341163E-08,-3.75476705096607E-07,-1.43298687582671E-07,1.68810744746559E-07,0.004237381500088,0.078943453867296,-6.15717201529753E-08,6.33977181300286,-0.109961995814624,-31.432090901352,-1.02479394855035E-08,-3.57377504275439E-09,-1.15035623341163E-08,1082.58263145865,-58.1134753913809,9.04840511697975E-09,-1.25200634024687E-08,-3.39093724315522E-09,9.04840511909415E-09,3.57316172098198E-09,-1.23200748951871E-08,-9.25053231337484E-09,0.00237686392,3.737199857E-07,0.0001572323861,518.6675475,2116.228,2116.175407,0,0,0,0,0,0,0,0,0.05273832175,0,-0.01032494063,0,0.06369013378,0,-0.01032494063,0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,0.68772318214178,0.68772318214178,0.0038762489089,11.4034171800571,90.000767065958,0.703606112669034,-0.070227320197877,0.070273981131947,0.703610779768106,-0.380420326092971,0.917025047530882,-0.062876421452178,0.101941127200083,-0.380423132150473,0.91702677804477,-0.062851177805571,0.101930655050097,0,0,44.725800999856,44.917901270458,-93.075866,-796935.805153776,-14845934.7044193,14725685.6884467,-797753.153832326,-14845890.8062456,14725685.6884467,0.003154445969842,0.68772318214178,0,6.33977203651281,-0.109961772523329,-31.4320917340947,1.01386020700644E-05,-5.17935609978882E-05,-5.03005104224535E-05,1.01386020700644E-05,-5.17935609978882E-05,-5.03005104224535E-05,0.783965270255239,-1.62448031584505,0.209618025916815,1.08909969255531E-09,-3.75515882805304E-09,-2.81956224911665E-09,101323.028692149,1.2017233572741E-17,14.9986374828747
0.78,-4.6625889256707E-07,1.12743187083021E-06,-8.37807796663105E-08,1.61481547069851E-05,4.00522357322974E-06,-1.74345324380899E-07,0.000580813304952,-0.002967516747303,-0.002882022236871,3.103008361E-19,8.429219303E-05,1.61586216282E-08,1084.1412869,-9.4491500156455E-09,-4.21080231657683E-09,-1.24130480042915E-08,-4.79017283068023E-07,-1.54174297856136E-07,2.95097783219932E-07,0.004237195853848,0.078943574142618,-1.55353327938035E-07,6.33977171963865,-0.109962002459846,-31.4320907730315,-9.4491500156455E-09,-4.21080231657683E-09,-1.24130480042915E-08,1082.58271621211,-58.1118965282393,1.02395062949461E-08,-1.19336902522027E-08,-3.7202957861672E-09,1.02395062973416E-08,4.21011938953297E-09,-1.17168737083077E-08,-1.03000397190903E-08,0.00237686392,3.737199857E-07,0.0001572323861,518.6675475,2116.228,2116.175407,0,0,0,0,0,0,0,0,0.05273832175,0,-0.01032494063,0,0.06369013378,0,-0.01032494063,0,0.1133088485,0.1342341375,4.318855716,8.7401574936,0,1.8110236248,0.68772318214178,0.68772318214178,0.003876241197289,11.4034171986023,90.0007670644395,0.703606112662315,-0.070227320358162,0.070273981199392,0.703610779752186,-0.380420326022195,0.917025047539849,-0.062876421508444,0.101941127349351,-0.380423206408598,0.917026823885315,-0.062850509155347,0.101930377790415,0,0,44.725800999856,44.917901270458,-93.075866,-796914.153500299,-14845935.866673,14725685.6884467,-797753.153832326,-14845890.8062456,14725685.6884467,0.003238007452486,0.68772318214178,0,6.33977243036057,-0.109961568239923,-31.432092338052,1.01371045107942E-05,-5.17929378485061E-05,-5.03007771490846E-05,1.01371045107942E-05,-5.17929378485061E-05,-5.03007771490846E-05,0.783965270255239,-1.62448031584505,0.209618025916815,1.28324438992965E-09,-3.57130310629217E-09,-3.13945210637872E-09,101323.028692149,1.45827032365865E-17,14.9986374828747
